Date,Close/Last,Volume,Open,High,Low,Day,Source
11/22/2024,897.79,3214020,896,906,893,1197,nasdaq
11/25/2024,865.59,6014203,902.05,902.05,864.22,1198,nasdaq
11/26/2024,872.6,3138259,867.49,886.36,867.2501,1199,nasdaq
11/27/2024,877.34,2578222,872.06,880.95,858.91,1200,nasdaq
11/29/2024,886.81,2027237,882.17,892.41,876.68,1201,nasdaq
12/02/2024,897.74,2388966,887.51,902.34,884.12,1202,nasdaq
12/03/2024,902.17,2401634,894.36,902.69,888.025,1203,nasdaq
12/04/2024,911.06,2689629,898.05,915.9699,898.05,1204,nasdaq
12/05/2024,917.87,2835307,917.85,927,911.1075,1205,nasdaq
12/06/2024,934.74,2955383,915.23,935.27,912.71,1206,nasdaq
12/09/2024,913.69,3350082,928,930.2999,902.59,1207,nasdaq
12/10/2024,913.35,2388575,913.76,922.88,909.58,1208,nasdaq
12/11/2024,936.56,3501691,924.71,941.75,923.08,1209,nasdaq
12/12/2024,925.55,2486197,933.35,934.0886,922.6,1210,nasdaq
12/13/2024,918.87,2485829,916.81,925.55,909.61,1211,nasdaq
12/16/2024,921.08,2674892,923.94,928.94,919.5,1212,nasdaq
12/17/2024,919.13,2459456,921.54,928.45,916.42,1213,nasdaq
12/18/2024,889.55,2938194,919.13,922.44,886.56,1214,nasdaq
12/19/2024,902.04,2815512,908.18,912.6215,899,1215,nasdaq
12/20/2024,909.05,4530519,893.21,919.9238,890.4872,1216,nasdaq
12/23/2024,911.45,2339375,913.42,915,899.1001,1217,nasdaq
12/24/2024,932.12,2320293,915,935.85,911.7,1218,nasdaq
12/26/2024,924.14,2342418,928.4,930.49,915.3,1219,nasdaq
12/27/2024,907.55,3226158,916.01,918.13,894.5,1220,nasdaq
12/30/2024,900.43,2202970,894.51,908.2299,889.71,1221,nasdaq
12/31/2024,891.32,1875897,901.8,902.68,889.47,1222,nasdaq
01/02/2025,886.73,2315685,895.5,898.58,877,1223,nasdaq
01/03/2025,881.05,2970019,893.13,898.83,879.8901,1224,nasdaq
01/06/2025,881.79,3457656,888.76,892.83,871.69,1225,nasdaq
01/07/2025,879.19,2649823,879.38,888,869.11,1226,nasdaq
01/08/2025,875,2347949,880,886.215,873,1227,nasdaq
01/10/2025,837.69,4803312,866.4,866.41,834.4,1228,nasdaq
01/13/2025,840.29,3024517,831.525,847.07,829.14,1229,nasdaq
01/14/2025,828.4,3037650,843.2,844.8925,823.519,1230,nasdaq
01/15/2025,848.26,3181383,836.44,850.84,830.41,1231,nasdaq
01/16/2025,842.37,4028537,860.96,868.98,842.02,1232,nasdaq
01/17/2025,858.1,3617565,859.79,865,852.13,1233,nasdaq
01/21/2025,869.68,9851351,863.53,916.4,854.745,1234,nasdaq
01/22/2025,953.99,14273210,998.025,999,950.76,1235,nasdaq
01/23/2025,984.86,7752137,957.81,985,953.9,1236,nasdaq
01/24/2025,977.59,4550397,984.41,986.28,967.68,1237,nasdaq
01/27/2025,971.89,4634204,971.1,982.27,960.26,1238,nasdaq
01/28/2025,971.83,3433972,966.71,977.934,957.3,1239,nasdaq
01/29/2025,978.15,2930728,980,987.64,968.2345,1240,nasdaq
01/30/2025,973.24,3867825,986.75,994.59,970.0101,1241,nasdaq
01/31/2025,976.76,3618718,974,990.2892,974,1242,nasdaq
02/03/2025,978.94,3724197,973,987.6891,964.375,1243,nasdaq
02/04/2025,994.87,6000137,980.47,1008,978.51,1244,nasdaq
02/05/2025,1011.11,3997733,987.73,1011.825,986.68,1245,nasdaq
02/06/2025,1015.68,3134293,1007.87,1016.35,1002.61,1246,nasdaq
02/07/2025,1013.93,3212853,1017,1027.76,1005.6701,1247,nasdaq
02/10/2025,1027.6,3296566,1023.05,1032.85,1015.88,1248,nasdaq
02/11/2025,1008.08,3331797,1020.79,1022.69,1002.95,1249,nasdaq
02/12/2025,1027.31,3388966,1005.49,1027.74,998.3473,1250,nasdaq
02/13/2025,1043.69,3476068,1026.625,1045.9899,1025.1,1251,nasdaq
02/14/2025,1058.6,3145430,1044.95,1064.5,1041.69,1252,nasdaq
02/18/2025,1035.85,4229339,1060,1062,1023.749,1253,nasdaq
02/19/2025,1043.33,2600048,1035.18,1044.9999,1024.51,1254,nasdaq
02/20/2025,1024.54,3111831,1042,1045,1015.5941,1255,nasdaq
02/21/2025,1003.15,3738710,1029.42,1032.38,999.39,1256,nasdaq
